signal,lag_1,lag_2,signal_squared,rolling_mean_5,rolling_std_5,ewma_span10,fourier_sin,fourier_cos,time_squared
0.026388953755509325,0.02513260817493523,0.023876222898603562,0.0006963768803104097,0.023876185187258602,0.0019865481046486477,0.020818392736898027,0.013195625768899145,0.9999129339400342,0.0006965385872929378
0.027645257655987847,0.026388953755509325,0.02513260817493523,0.0007642602708659547,0.0251325684791902,0.001986486909023963,0.022059640904005265,0.013823949780480483,0.9999044446408201,0.0007644550481854466
0.02890151789209862,0.027645257655987847,0.026388953755509325,0.0008352977364672966,0.02638891207542692,0.001986422575839558,0.023303618538204056,0.014452268333493718,0.9998955605162054,0.0008355304142357464
0.030157732479638422,0.02890151789209862,0.027645257655987847,0.0009094888283134382,0.027645213991633888,0.0019863551051970407,0.024549821073010302,0.015080581179839018,0.9998862815696985,0.0009097646854438372
0.03141389943447616,0.030157732479638422,0.02890151789209862,0.0009868330776793815,0.02890147224354207,0.001986284497202979,0.025797835320549547,0.015708888071418806,0.9998766078049629,0.000987157861809719
0.03267001677255595,0.03141389943447616,0.030157732479638422,0.0010673299959190873,0.0301576848469514,0.0019862107519688947,0.027047322857277983,0.01633718876013785,0.9998665392258187,0.001067709943333392
0.0339260825099003,0.03267001677255595,0.03141389943447616,0.001150979074468563,0.03141384981773389,0.001986133869611269,0.02829800643048204,0.016965482997903382,0.9998560758362415,0.0011514209300148566
0.035182094662613184,0.0339260825099003,0.03267001677255595,0.001237779784849075,0.032669965171836804,0.001986053850251536,0.029549658836324065,0.017593770536625163,0.9998452176403628,0.0012382908218541119
0.03643805124688323,0.035182094662613184,0.0339260825099003,0.0013277315786704884,0.03392602892528577,0.001985970694016075,0.030802093820062094,0.01822205112821561,0.9998339646424703,0.0013283196188511581
0.03769395027898685,0.03643805124688323,0.035182094662613184,0.001420833887634733,0.035182039094187906,0.0019858844010362305,0.03205515863077568,0.018850324524589887,0.9998223168470074,0.001421507321005996
0.03894978977529132,0.03769395027898685,0.03643805124688323,0.0015170861235393885,0.03643799369473498,0.001985794971448299,0.03330872792977852,0.019478590477665984,0.9998102742585732,0.0015178539283186244
0.04020556775225798,0.03894978977529132,0.03769395027898685,0.001616487678281407,0.03769389074320652,0.0019857024053935284,0.03456269880659297,0.020106848739364847,0.999797836881923,0.001617359440789044
0.04146128222644533,0.04020556775225798,0.03894978977529132,0.0017190379238609514,0.03894972825597294,0.0019856067030181255,0.03581698670111158,0.020735099061610442,0.9997850047219679,0.0017200238584172546
0.04271693121451216,0.04146128222644533,0.04020556775225798,0.0018247362123853632,0.04020550424949872,0.001985507864473242,0.03707152206718441,0.021363341196329884,0.9997717777837746,0.0018258471812032564
0.043972512733220705,0.04271693121451216,0.04146128222644533,0.001933581876073257,0.041461216740345495,0.0019854058899150006,0.03832624764282737,0.02199157489545352,0.9997581560725662,0.00193482940914705
0.04522802479943975,0.043972512733220705,0.04271693121451216,0.002045574227258737,0.042716863745175186,0.001985300779504457,0.03958111621675689,0.022619799910915023,0.9997441395937213,0.002046970542248634
0.046483465430147794,0.04522802479943975,0.043972512733220705,0.002160712558395745,0.04397244328075314,0.001985192533407634,0.04083608880100978,0.023248015994651493,0.9997297283527745,0.002162270580508009
0.047738832642436155,0.046483465430147794,0.04522802479943975,0.0022789961420625277,0.045227953363951315,0.0019850811517955,0.04209113313581457,0.023876222898603562,0.9997149223554164,0.002280729523925176
0.048994124453512096,0.047738832642436155,0.046483465430147794,0.0024004242309662318,0.0464833920117513,0.001984966634843968,0.043346222466305026,0.024504420374715483,0.9996997216074931,0.0024023473725001327
0.050249338880702016,0.048994124453512096,0.047738832642436155,0.0025249960579476313,0.047738757241247556,0.0019848489827339224,0.04460133454164993,0.02513260817493523,0.999684126115007,0.0025271241262328813
0.05150447394145449,0.050249338880702016,0.048994124453512096,0.002652710835985965,0.048994047069650506,0.001984728195651186,0.045856450796159846,0.025760786051214606,0.9996681358841161,0.0026550597851234207
0.052759527653343484,0.05150447394145449,0.050249338880702016,0.0027835677582039157,0.05024925951428964,0.0019846042737865356,0.04711155567928414,0.026388953755509325,0.9996517509211343,0.0027861543491717513
0.054014498034071434,0.052759527653343484,0.05150447394145449,0.0029175659978727068,0.0515043925926167,0.0019844772173357047,0.04836663610742729,0.02701711103977913,0.9996349712325315,0.0029204078183778736
0.0552693831014724,0.054014498034071434,0.052759527653343484,0.0030547047084173227,0.05275944432220876,0.001984347026499367,0.04962168101543549,0.027645257655987847,0.9996177968249335,0.0030578201927417862
0.05652418087351517,0.0552693831014724,0.054014498034071434,0.0031949830234218584,0.0540144127207714,0.001984213701483153,0.050876680989631794,0.028273393356103554,0.9996002277051217,0.00319839147226349
0.057778889368306455,0.05652418087351517,0.0552693831014724,0.0033384000566349967,0.055269295806141795,0.001984077242497647,0.05213162796757264,0.028901517892098615,0.9995822638800334,0.0033421216569429857
0.05903350660409392,0.057778889368306455,0.05652418087351517,0.0034849549019756003,0.05652409159629187,0.0019839376497583776,0.05338651499239469,0.02952963101594981,0.999563905356762,0.003489010746780272
0.06028803059926942,0.05903350660409392,0.057778889368306455,0.0036346466335384457,0.057778798109331474,0.001983794923485827,0.054641336011826455,0.030157732479638422,0.9995451521425566,0.0036390587417753487
0.06154245937237204,0.06028803059926942,0.05903350660409392,0.003787474305600063,0.0590334133635114,0.0019836490639054223,0.05589608571374383,0.03078582203515034,0.9995260042448221,0.003792265641928217
0.06279679094209129,0.06154245937237204,0.06028803059926942,0.003943436952624718,0.06028793537722662,0.0019835000712475426,0.057150759391625186,0.03141389943447616,0.9995064616711192,0.003948631447238876
0.0640510233272702,0.06279679094209129,0.06154245937237204,0.004102533589270511,0.06154236216901937,0.0019833479457475245,0.05840535283446974,0.03204196442961127,0.9994865244291649,0.004108156157707328
0.06530515454690843,0.0640510233272702,0.06279679094209129,0.004264763210395595,0.06279669175758226,0.0019831926876456287,0.05965986223673131,0.03267001677255595,0.9994661925268312,0.004270839773333568
0.0665591826201655,0.06530515454690843,0.0640510233272702,0.004430124791064541,0.06405092216176149,0.001983034297187086,0.06091428412462843,0.03329805621531551,0.9994454659721468,0.004436682294117602
0.06781310556636375,0.0665591826201655,0.06530515454690843,0.004598617286554794,0.06530505140055984,0.0019828727746220554,0.06216861529585303,0.0339260825099003,0.9994243447732957,0.004605683720059426
0.06906692140499163,0.06781310556636375,0.0665591826201655,0.004770239632363291,0.06655907749313991,0.00198270812020566,0.06342285277024187,0.0345540954083259,0.9994028289386179,0.00477784405115904
0.07032062815570674,0.06906692140499163,0.06781310556636375,0.004944990744213175,0.0678129984588272,0.001982540334197967,0.0646769937494173,0.035182094662613184,0.9993809184766091,0.004953163287416447
0.07157422383833899,0.07032062815570674,0.06906692140499163,0.005122869518060653,0.06906681231711333,0.001982369416863985,0.06593103558376669,0.03581008002478838,0.9993586133959211,0.005131641428831645
0.07282770647289367,0.07157422383833899,0.07032062815570674,0.0053038748301019595,0.07032051708765895,0.0019821953684736764,0.06718497574542615,0.03643805124688323,0.9993359137053613,0.005313278475404633
0.0740810740795547,0.07282770647289367,0.07157422383833899,0.005488005536780472,0.07157411079029716,0.0019820181893019386,0.06843881180617678,0.037066008080935055,0.999312819413893,0.0054980744271354125
0.07533432467868764,0.0740810740795547,0.07282770647289367,0.005675260474793926,0.07282759144503634,0.0019818378796286162,0.06969254141936057,0.03769395027898685,0.9992893305306353,0.005686029284023984
0.07658745629084283,0.07533432467868764,0.0740810740795547,0.005865638461101761,0.07408095707206357,0.001981654439738502,0.07094616230508462,0.03832187759308738,0.999265447064863,0.005877143046070344
0.07784046693675861,0.07658745629084283,0.07533432467868764,0.006059138292932611,0.0753342056917475,0.001981467869921342,0.07219967223811626,0.03894978977529132,0.9992411690260068,0.006071415713274498
0.0790933546373643,0.07784046693675861,0.07658745629084283,0.006255758747791877,0.07658733532464161,0.0019812781704717955,0.07345306903797953,0.03957768657765928,0.9992164964236532,0.00626884728563644
0.08034611741378352,0.0790933546373643,0.07784046693675861,0.006455498583469487,0.07784034399148738,0.001981085341689501,0.07470635056085298,0.04020556775225799,0.9991914292675446,0.006469437763156176
0.08159875328733705,0.08034611741378352,0.0790933546373643,0.006658356538047699,0.07909322971321726,0.001980889383879013,0.07595951469294099,0.04083343305116029,0.999165967567579,0.0066731871458337024
0.08285126027954624,0.08159875328733705,0.08034611741378352,0.006864331329909117,0.08034599051095795,0.001980690297349832,0.07721255934505103,0.04146128222644533,0.9991401113338104,0.006880095433669018
0.08410363641213595,0.08285126027954624,0.08159875328733705,0.00707342165774476,0.08159862440603341,0.0019804880824164164,0.07846548244815736,0.042089115030198625,0.9991138605764484,0.007090162626662127
0.0853558797070377,0.08410363641213595,0.08285126027954624,0.007285626200562291,0.0828511294199681,0.0019802827393981476,0.07971828194977196,0.04271693121451216,0.9990872153058584,0.007303388724813026
0.08660798818639288,0.0853558797070377,0.08410363641213595,0.007500943617694369,0.08410350357448997,0.001980074268619376,0.08097095581097577,0.04334473053148445,0.9990601755325617,0.007519773728121717
0.08785995987255579,0.08660798818639288,0.0853558797070377,0.007719372548807114,0.08535574489153372,0.0019798626704093667,0.08222350200399031,0.0439725127332207,0.9990327412672353,0.0077393176365882
0.08911179278809674,0.08785995987255579,0.08660798818639288,0.00794091161390869,0.08660785139324381,0.00197964794510231,0.08347591851019147,0.044600277571832866,0.999004912520712,0.00796202045021247
0.09036348495580529,0.08911179278809674,0.08785995987255579,0.008165559413358048,0.08785982110197768,0.001979430093037365,0.08472820331848488,0.04522802479943975,0.9989766893039803,0.008187882168994536
0.09161503439869327,0.09036348495580529,0.08911179278809674,0.00839331452787375,0.0891116520403088,0.001979209114558616,0.0859803544239773,0.045855754168167125,0.9989480716281846,0.00841690279293439
0.09286643913999795,0.09161503439869327,0.09036348495580529,0.008624175518542944,0.09036334223102979,0.0019789850100150916,0.08723236982689014,0.046483465430147794,0.9989190595046249,0.008649082322032035
0.09411769720318515,0.09286643913999795,0.09161503439869327,0.008858140926830446,0.09161488969715567,0.001978757779760769,0.08848424753167106,0.04711115833752173,0.998889652944757,0.008884420756287474
0.09536880661195235,0.09411769720318515,0.09286643913999795,0.009095209274587967,0.0928662924619268,0.001978527424154541,0.08973598554626766,0.047738832642436155,0.9988598519601924,0.009122918095700703
0.09661976539023182,0.09536880661195235,0.09411769720318515,0.009335379064063438,0.09411754854881212,0.0019782939435602355,0.09098758188153386,0.0483664880970456,0.9988296565626985,0.00936457434027172
0.09787057156219375,0.09661976539023182,0.09536880661195235,0.009578648777910488,0.0953686559815122,0.00197805733834663,0.09223903455074474,0.048994124453512096,0.9987990667641985,0.009609389490000531
0.09912122315224939,0.09787057156219375,0.09661976539023182,0.00982501687919802,0.0966196127839625,0.0019778176088874355,0.09349034156920012,0.049621741464005165,0.9987680825767709,0.009857363544887131
0.1003717181850541,0.09912122315224939,0.09787057156219375,0.010074481811419919,0.09787041698033627,0.001977574755561291,0.09474150095390085,0.050249338880702016,0.9987367040126504,0.010108496504931525
0.10162205468551054,0.1003717181850541,0.09912122315224939,0.010327041998504895,0.09912106659504791,0.001977328778751777,0.09599251072328444,0.050876916455787534,0.9987049310842271,0.01036278837013371
0.10287223067877176,0.10162205468551054,0.1003717181850541,0.010582695844826429,0.1003715596527559,0.0019770796788473903,0.0972433688970094,0.05150447394145449,0.9986727638040471,0.010620239140493683
0.10412224419024432,0.10287223067877176,0.10162205468551054,0.010841441735212868,0.10162189417836602,0.0019768274562415758,0.09849407349577938,0.05213201108990358,0.998640202184812,0.01088084881601145
0.10537209324559142,0.10412224419024432,0.10287223067877176,0.011103278034957613,0.10287206819703443,0.001976572111332709,0.09974462254119974,0.052759527653343484,0.9986072462393791,0.011144617396687005
0.10662177587073601,0.10537209324559142,0.10412224419024432,0.011368203089829464,0.10412207973417083,0.001976313644524095,0.10099501405566089,0.05338702338399108,0.9985738959807617,0.011411544882520355
0.10787129009186391,0.10662177587073601,0.10537209324559142,0.011636215226083059,0.1053719268154415,0.0019760520562239806,0.10224524606224325,0.05401449803407144,0.9985401514221285,0.011681631273511494
0.1091206339354269,0.10787129009186391,0.10662177587073601,0.01190731275046944,0.10662160746677252,0.0019757873468455203,0.10349531658464027,0.05464195135581793,0.9985060125768038,0.011954876569660423
0.1103698054281459,0.1091206339354269,0.10787129009186391,0.012181493950246784,0.10787111971435284,0.0019755195168068163,0.10474522364709585,0.0552693831014724,0.9984714794582681,0.012231280770967145
0.11161880259701402,0.1103698054281459,0.1091206339354269,0.012458757093191185,0.10912046158463735,0.0019752485665308884,0.1059949652743537,0.05589679302328515,0.998436552080157,0.01251084387743166
0.11286762346929972,0.11161880259701402,0.1103698054281459,0.012739100427607617,0.1103696311043501,0.0019749744964456897,0.10724453949161661,0.05652418087351517,0.9984012304562621,0.01279356588905396
0.11411626607254995,0.11286762346929972,0.11161880259701402,0.013022522182341014,0.11161862630048729,0.0019746973069841144,0.10849394432451358,0.05715154640443011,0.9983655146005306,0.013079446805834056
0.11536472843459314,0.11411626607254995,0.11286762346929972,0.013309020566787422,0.11286744520032055,0.0019744169985839635,0.1097431777990735,0.05777888936830645,0.9983294045270654,0.013368486627771943
0.11661300858354248,0.11536472843459314,0.11411626607254995,0.013598593770905353,0.11411608583139987,0.0019741335716879707,0.11099223794170421,0.058406209517429586,0.9982929002501251,0.013660685354867618
0.11786110454779893,0.11661300858354248,0.11536472843459314,0.013891239965227188,0.11536454622155685,0.0019738470267437955,0.11224112277917597,0.05903350660409392,0.9982560017841237,0.013956042987121088
0.11910901435605432,0.11786110454779893,0.11661300858354248,0.014186957300870755,0.11661282439890777,0.001973557364204015,0.11348983033860839,0.05966078038060296,0.9982187091436312,0.014254559524532345
0.12035673603729462,0.11910901435605432,0.11786110454779893,0.014485743909551013,0.11786091839185671,0.001973264584526156,0.11473835864746042,0.06028803059926942,0.9981810223433731,0.014556234967101395
0.1216042676208028,0.12035673603729462,0.11910901435605432,0.014787597903591828,0.11910882622909864,0.0019729686881726364,0.11598670573352265,0.060915257012415305,0.9981429413982305,0.014861069314828237
0.12285160713616215,0.1216042676208028,0.12035673603729462,0.015092517375937928,0.12035654593962257,0.001972669675610813,0.11723486962491166,0.06154245937237203,0.9981044663232401,0.015169062567712869
0.12409875261325935,0.12285160713616215,0.1216042676208028,0.015400500400166946,0.12160407555271466,0.0019723675473129684,0.11848284835006578,0.06216963743148053,0.9980655971335943,0.015480214725755293
0.12534570208228749,0.12409875261325935,0.12285160713616215,0.01571154503050157,0.12285141309796128,0.0019720623037562937,0.11973063993774245,0.06279679094209129,0.9980263338446412,0.015794525788955505
0.12659245357374926,0.12534570208228749,0.12409875261325935,0.016025649301821862,0.12409855660525222,0.0019717539454229124,0.12097824241701641,0.0634239196565645,0.9979866764718844,0.016111995757313514
0.1278390051184601,0.12659245357374926,0.12534570208228749,0.01634281122967767,0.12534550410478368,0.0019714424727998625,0.12222565381727889,0.0640510233272702,0.9979466250309831,0.016432624630829312
0.1290853547475512,0.1278390051184601,0.12659245357374926,0.01666302881030114,0.12659225362706147,0.0019711278863790956,0.12347287216823749,0.06467810170658822,0.9979061795377521,0.0167564124095029
0.13033150049247266,0.1290853547475512,0.1278390051184601,0.0169863000206194,0.12783880320290414,0.001970810186657498,0.1247198954999166,0.06530515454690843,0.9978653400081618,0.017083359093334274
0.1315774403849967,0.13033150049247266,0.1290853547475512,0.01731262281826736,0.129085150863446,0.0019704893741368606,0.12596672184265845,0.06593218160063082,0.9978241064583384,0.017413464682323444
0.1328231724572205,0.1315774403849967,0.13033150049247266,0.017641995141600537,0.1303312946401402,0.0019701654493238753,0.12721334922712427,0.0665591826201655,0.9977824789045634,0.017746729176470407
0.13406869474156968,0.1328231724572205,0.1315774403849967,0.017974414909708195,0.13157723256476211,0.0019698384127301936,0.12845977568429615,0.06718615735793287,0.997740457363274,0.018083152575775162
0.13531400527080106,0.13406869474156968,0.1328231724572205,0.018309880022426377,0.13282296266941213,0.0019695082648723415,0.12970599924547885,0.06781310556636375,0.9976980418510629,0.018422734880237705
0.13655910207800598,0.13531400527080106,0.13406869474156968,0.018648388360351258,0.1340684829865188,0.0019691750062717623,0.13095201794230196,0.06844002699789939,0.9976552323846785,0.01876547608985804
0.1378039831966133,0.13655910207800598,0.13531400527080106,0.01898993778485248,0.1353137915488421,0.0019688386374548416,0.1321978298067222,0.06906692140499163,0.9976120289810246,0.01911137620463616
0.13904864666039268,0.1378039831966133,0.13655910207800598,0.019334526138086734,0.13655888638947655,0.0019684991589528677,0.13344343287102592,0.06969378854010298,0.9975684316571608,0.019460435224572078
0.1402930905034574,0.13904864666039268,0.1378039831966133,0.019682151243011287,0.13780376554185408,0.0019681565713020326,0.13468882516783162,0.07032062815570674,0.9975244404303019,0.01981265314966579
0.14153731276026768,0.1402930905034574,0.13904864666039268,0.020032810903397834,0.1390484270397474,0.0019678108750434305,0.1359340047300927,0.07094744000428704,0.9974800553178185,0.02016802997991729
0.14278131146563372,0.14153731276026768,0.1402930905034574,0.020386502903846308,0.14029286891727294,0.001967462070723058,0.13717896959110015,0.07157422383833899,0.9974352763372365,0.02052656571532658
0.14402508465471883,0.14278131146563372,0.14153731276026768,0.020743225009798926,0.14153708920889407,0.0019671101588918122,0.13842371778448537,0.07220097941036874,0.9973901035062377,0.020888260355893654
0.14526863036304252,0.14402508465471883,0.14278131146563372,0.02110297496755428,0.142781085949424,0.0019667551401055636,0.139668247344223,0.07282770647289367,0.997344536842659,0.02125311390161853
0.14651194662648354,0.14526863036304252,0.14402508465471883,0.02146575050428156,0.14402485717402927,0.001966397014925038,0.140912556304634,0.07345440477844235,0.9972985763644932,0.021621126352501192
0.1477550314812831,0.14651194662648354,0.14526863036304252,0.021831549328034962,0.14526840091823234,0.001966035783915884,0.14215664270038839,0.0740810740795547,0.9972522220898881,0.02199229770854165
0.14899788296404784,0.1477550314812831,0.14651194662648354,0.022200369127768096,0.14651171521791517,0.0019656714476486235,0.14340050456650827,0.07470771412878216,0.9972054740371475,0.022366627969739896
0.15024049911175305,0.14899788296404784,0.1477550314812831,0.022572207573348668,0.14775479810932202,0.001965304006698712,0.14464413993837094,0.07533432467868764,0.9971583322247305,0.022744117136095934
0.15148287796174573,0.15024049911175305,0.14899788296404784,0.022947062315573148,0.14899764762906265,0.001964933461646529,0.14588754685171182,0.07596090548184575,0.9971107966712516,0.023124765207609754
0.15272501755174764,0.15148287796174573,0.15024049911175305,0.023324930986181623,0.15024026181411548,0.0019645598130773275,0.14713072334262742,0.07658745629084283,0.9970628673954809,0.023508572184281377
0.15396691591985848,0.15272501755174764,0.15148287796174573,0.02370581119787277,0.15148263870183054,0.001964183061581283,0.14837366744757852,0.07721397685827708,0.9970145444163437,0.023895538066110788
0.15520857110455888,0.15396691591985848,0.15272501755174764,0.024089700544318908,0.15272477632993275,0.001963803207753429,0.1496163772033931,0.07784046693675861,0.9969658277529212,0.02428566285309799
0.15644998114471367,0.15520857110455888,0.15396691591985848,0.024476596600181266,0.15396667273652487,0.00196342025219373,0.15085885064726956,0.0784669262789096,0.9969167174244498,0.024678946545242983
0.1576911440795748,0.15644998114471367,0.15520857110455888,0.024866496921125216,0.15520832596009068,0.0019630341955070483,0.15210108581677959,0.0790933546373643,0.9968672134503211,0.02507538914254576
0.1589320579487845,0.1576911440795748,0.15644998114471367,0.025259399043835798,0.15644973403949808,0.001962645038303153,0.15334308074987138,0.07971975176476932,0.9968173158500827,0.025474990645006336
0.1601727207923785,0.1589320579487845,0.1576911440795748,0.025655300486033237,0.15769089501400207,0.00196225278119671,0.15458483348487265,0.08034611741378353,0.9967670246434371,0.025877751052624704
0.16141313065078883,0.1601727207923785,0.1589320579487845,0.026054198746488625,0.15893180692324807,0.0019618574248072593,0.15582634206049376,0.08097245133707814,0.9967163398502427,0.02628367036540086
0.16265328556484726,0.16141313065078883,0.1601727207923785,0.02645609130503975,0.1601724678072748,0.001961458969759248,0.15706760451583074,0.08159875328733705,0.9966652614905128,0.02669274858333481
0.16389318357578814,0.16265328556484726,0.16141313065078883,0.02686097562260699,0.16141287570651744,0.0019610574166820166,0.15830861889036846,0.08222502301725669,0.9966137895844165,0.027104985706426544
0.16513282272525162,0.16389318357578814,0.16265328556484726,0.02726884914120938,0.16265302866181086,0.0019606527662097894,0.15954938322398357,0.08285126027954624,0.9965619241522781,0.027520381734676073
0.16637220105528674,0.16513282272525162,0.16389318357578814,0.027679709283980756,0.1638929247143925,0.0019602450189817188,0.16078989555694778,0.0834774648269277,0.9965096652145774,0.027938936668083395
0.16761131660835443,0.16637220105528674,0.16513282272525162,0.02809355345518603,0.16513256190590564,0.00195983417564181,0.1620301539299308,0.08410363641213593,0.9964570127919494,0.02836065050664851
0.1688501674273307,0.16761131660835443,0.16637220105528674,0.028510379040237607,0.1663719382784023,0.0019594202368389733,0.1632701563840035,0.08472977478791896,0.9964039669051847,0.028785523250371415
0.17008875155550965,0.1688501674273307,0.16761131660835443,0.028930183405711886,0.16761105187434663,0.0019590032032269986,0.16450990096064097,0.0853558797070377,0.9963505275752292,0.029213554899252103
0.1713270670366067,0.17008875155550965,0.1688501674273307,0.02935296389936592,0.16884990073661763,0.0019585830754645685,0.16574938570172565,0.0859819509222665,0.9962966948231842,0.02964474545329059
0.1725651119147615,0.1713270670366067,0.17008875155550965,0.029778717850154166,0.17008848290851258,0.001958159854215276,0.16698860864955034,0.08660798818639288,0.996242468670306,0.030079094912486868
0.17380288423454113,0.1725651119147615,0.1713270670366067,0.030207442568245306,0.17132679643374993,0.001957733540147568,0.1682275678468214,0.08723399125221783,0.9961878491380067,0.030516603276840935
0.1750403820409432,0.17380288423454113,0.1725651119147615,0.030639135345039346,0.17256483935647243,0.0019573041339348,0.1694662613366617,0.08785995987255578,0.9961328362478535,0.0309572705463528
0.1762776033793988,0.1750403820409432,0.17380288423454113,0.03107379345318463,0.17380260972125025,0.0019568716362551833,0.1707046871626139,0.08848589380023485,0.9960774300215689,0.031401096721022446
0.17751454629577576,0.1762776033793988,0.1750403820409432,0.03151141414659511,0.17504010557308408,0.001956436047791829,0.1719428433686433,0.08911179278809674,0.9960216304810309,0.03184808180084988
0.1787512088363817,0.17751454629577576,0.1762776033793988,0.03195199466046775,0.1762773249574081,0.0019559973692327443,0.17318072799914117,0.08973765658899707,0.9959654376482726,0.03229822578583511
0.17998758904796705,0.1787512088363817,0.17751454629577576,0.03239553221129987,0.17751426592009328,0.0019555556012707926,0.17441833909892768,0.09036348495580529,0.9959088515454825,0.032751528675978143
0.18122368497772812,0.17998758904796705,0.1787512088363817,0.03284202399690684,0.17875092650745028,0.0019551107446037393,0.17565567471325502,0.09098927764140484,0.9958518721950044,0.03320799047127895
0.18245949467331027,0.18122368497772812,0.17998758904796705,0.03329146719643974,0.1799873047662326,0.0019546627999342137,0.17689273288781052,0.09161503439869327,0.9957944996193372,0.03366761117173756
0.18369501618281092,0.18245949467331027,0.18122368497772812,0.03374385897040317,0.18122339874363963,0.0019542117679697095,0.17812951166871968,0.0922407549805823,0.9957367338411355,0.03413039077735395
0.18493024755478274,0.18369501618281092,0.18245949467331027,0.03419919646067323,0.18245920648731984,0.001953757649422609,0.17936600910254932,0.09286643913999795,0.9956785748832085,0.03459632928812814
0.1861651868382366,0.18493024755478274,0.18369501618281092,0.03465747679051554,0.18369472604537374,0.001953300445010196,0.18060222323631064,0.09349208662988061,0.9956200227685214,0.03506542670406012
0.18739983208264469,0.1861651868382366,0.18493024755478274,0.035118697064603424,0.18492995546635704,0.0019528401554545916,0.1818381521174623,0.09411769720318515,0.995561077520194,0.035537683025149897
0.18863418133794368,0.18739983208264469,0.1861651868382366,0.03558285436903622,0.18616489279928375,0.001952376781482807,0.18307379379391345,0.09474327061288103,0.9955017391615016,0.03601309825139746
